id;desvionum;tailnum
22253;0;N636WN
22254;0;N13979
22255;0;N443UA
22256;0;N415UA
22257;0;N932UA
22258;0;N829UA
22259;0;N529UA
22260;0;N417UA
22261;0;N756US
22262;0;N964UW
22263;0;N701UW
22264;0;N266JB
22265;0;N281JB
22266;0;N203JB
22267;0;N721TW
22268;0;N377DA
22269;0;N3743H
22270;0;N3738B
22271;0;N3738B
22272;0;N481WN
22273;0;N13979
22274;0;N16911
22275;0;N924UA
22276;0;N578UA
22277;0;N410UA
22278;0;N193JB
22279;0;N267JB
22280;0;N258JB
22281;0;N144DA
22282;0;N144DA
22283;0;N751AT
22284;0;N131DN
22285;0;N717TW
22286;0;N138DL
22287;0;N797MX
22288;0;N797MX
22289;0;N257WN
22290;0;N257WN
22291;0;N16911
22292;0;N562UA
22293;0;N4YPAA
22294;0;N594AA
22295;0;N4XPAA
22296;0;N938DL
22297;0;N361NB
22298;0;N326NB
22299;0;N523SW
22300;0;N523SW
22301;0;N512SW
22302;0;N512SW
22303;0;N486AA
22304;0;N469AA
22305;0;N483AA
22306;0;N684DA
22307;0;N645DL
22308;0;N653DL
22309;0;N900WN
22310;0;N900WN
22311;0;N736SA
22312;0;N736SA
22313;0;N854UA
22314;0;N961UW
22315;0;N710UW
22316;0;N738US
22317;0;N912DL
22318;0;N361NB
22319;0;N347NB
22320;0;N326NB
22321;0;N903WN
22322;0;N653SW
22323;0;N424US
22324;0;N455UW
22325;0;N423US
22326;0;N423US
22327;0;N908DA
22328;0;N389DA
22329;0;N907DA
22330;0;N907DA
22331;0;N415WN
22332;0;N415WN
22333;0;N415WN
22334;0;N415WN
22335;0;N235WN
22336;0;N235WN
22337;0;N235WN
22338;0;N235WN
22339;0;N13997
22340;0;N13979
22341;0;N556UA
22342;0;N589UA
22343;0;N546UA
22344;0;N190UW
22345;0;N182UW
22346;0;N165US
22347;0;N244AA
22348;0;N424AA
22349;0;N4UBAA
22350;0;N244AA
22351;0;N424AA
22352;0;N4UBAA
22353;0;N989DL
22354;0;N977DL
22355;0;N783NC
22356;0;N774NC
22357;0;N777NC
22358;0;N520SW
22359;0;N520SW
22360;0;N809UA
22361;0;N416UA
22362;0;N938UA
22363;0;N927UA
22364;0;N433US
22365;0;N458UW
22366;0;N377DA
22367;0;N3738B
22368;0;N394DA
22369;0;N551WN
22370;0;N551WN
22371;0;N294WN
22372;0;N294WN
22373;0;N664UA
22374;0;N538UA
22375;0;N722US
22376;0;N708UW
22377;0;N742PS
22378;0;N573AA
22379;0;N441AA
22380;0;N198JB
22381;0;N284JB
22382;0;N265JB
22383;0;N917DE
22384;0;N908DA
22385;0;N910DN
22386;0;N708SW
22387;0;N514UA
22388;0;N412UA
22389;0;N421US
22390;0;N440US
22391;0;N3AVAA
22392;0;N3CKAA
22393;0;N3ALAA
22394;0;N281JB
22395;0;N249JB
22396;0;N178JB
22397;0;N909DA
22398;0;N909DA
22399;0;N907DA
22400;0;N911DA
22401;0;N911DA
22402;0;N349NW
22403;0;N369NW
22404;0;N345NW
22405;0;N617SW
22406;0;N617SW
22407;0;N617SW
22408;0;N798SW
22409;0;N798SW
22410;0;N798SW
22411;0;N556UA
22412;0;N509UA
22413;0;N420UA
22414;0;N3DJAA
22415;0;N3APAA
22416;0;N3CPAA
22417;0;N914DN
22418;0;N902DA
22419;0;N913DN
22420;0;N349NW
22421;0;N369NW
22422;0;N345NW
22423;0;N705SW
22424;0;N705SW
22425;0;N405US
22426;0;N457UW
22427;0;N481AA
22428;0;N456AA
22429;0;N271AA
22430;0;N914DN
22431;0;N902DA
22432;0;N902DA
22433;0;N913DN
22434;0;N3763D
22435;0;N407WN
22436;0;N452UW
22437;0;N452UW
22438;0;N940UW
22439;0;N922UW
22440;0;N4XRAA
22441;0;N596AA
22442;0;N201AA
22443;0;N374DA
22444;0;N374DA
22445;0;N394DA
22446;0;N3737C
22447;0;N388DA
22448;0;N388DA
22449;0;N353NW
22450;0;N337NW
22451;0;N353NB
22452;0;N336NB
22453;0;N369NB
22454;0;N360NW
22455;0;N767SW
22456;0;N924WN
22457;0;N666UA
22458;0;N578UA
22459;0;N534UA
22460;0;N844UA
22461;0;N429UA
22462;0;N816UA
22463;0;N404US
22464;0;N439US
22465;0;N445US
22466;0;N4WXAA
22467;0;N4WBAA
22468;0;N4XJAA
22469;0;N273JB
22470;0;N183JB
22471;0;N187JB
22472;0;N374DA
22473;0;N3737C
22474;0;N3737C
22475;0;N388DA
22476;0;N334NW
22477;0;N348NW
22478;0;N334NW
22479;0;N351NW
22480;0;N348NW
22481;0;N334NW
22482;0;N395SW
22483;0;N309SW
22484;0;N328UA
22485;0;N958UW
22486;0;N958UW
22487;0;N192JB
22488;0;N184JB
22489;0;N190JB
22490;0;N915DN
22491;0;N374DA
22492;0;N348NW
22493;0;N334NW
22494;0;N359NB
22495;0;N348NW
22496;0;N334NW
22497;0;N356NW
22498;0;N601WN
22499;0;N932UA
22500;0;N334UA
22501;0;N850UA
22502;0;N911DA
22503;0;N915DN
22504;0;N915DN
22505;0;N374DA
22506;0;N336NB
22507;0;N369NB
22508;0;N360NW
22509;0;N258WN
22510;0;N258WN
22511;0;N435WN
22512;0;N435WN
22513;0;N464UA
22514;0;N418UA
22515;0;N340UA
22516;0;N701UW
22517;0;N714US
22518;0;N5CPAA
22519;0;N643AA
22520;0;N5ELAA
22521;0;N911DA
22522;0;N911DA
22523;0;N901DA
22524;0;N457WN
22525;0;N457WN
22526;0;N515UA
22527;0;N830UA
22528;0;N314UA
22529;0;N326UA
22530;0;N122US
22531;0;N444AA
22532;0;N246AA
22533;0;N474AA
22534;0;N444AA
22535;0;N246AA
22536;0;N474AA
22537;0;N907DA
22538;0;N913DN
22539;0;N220WN
22540;0;N220WN
22541;0;N220WN
22542;0;N48901
22543;0;N938UA
22544;0;N443US
22545;0;N443US
22546;0;N421US
22547;0;N406US
22548;0;N271AA
22549;0;N528AA
22550;0;N476AA
22551;0;N907DA
22552;0;N907DA
22553;0;N647SW
22554;0;N741SA
22555;0;N927UA
22556;0;N937UA
22557;0;N527AU
22558;0;N591US
22559;0;N227AA
22560;0;N477AA
22561;0;N525AA
22562;0;N384DA
22563;0;N358NB
22564;0;N339NB
22565;0;N327NB
22566;0;N796SW
22567;0;N796SW
22568;0;N476WN
22569;0;N476WN
22570;0;N476WN
22571;0;N226WN
22572;0;N226WN
22573;0;N226WN
22574;0;N226WN
22575;0;N226WN
22576;0;N533UA
22577;0;N3CHAA
22578;0;N3DEAA
22579;0;N3DDAA
22580;0;N928DL
22581;0;N670DN
22582;0;N941DL
22583;0;N3761R
22584;0;N3736C
22585;0;N3736C
22586;0;N613NW
22587;0;N355NW
22588;0;N768NC
22589;0;N770NC
22590;0;N783NC
22591;0;N768NC
22592;0;N665WN
22593;0;N665WN
22594;0;N626SW
22595;0;N626SW
22596;0;N122US
22597;0;N710UW
22598;0;N755US
22599;0;N444AA
22600;0;N246AA
22601;0;N292AA
22602;0;N644DL
22603;0;N6707A
22604;0;N641DL
22605;0;N9333
22606;0;N8929E
22607;0;N723SW
22608;0;N208WN
22609;0;N16987
22610;0;N294WN
22611;0;N294WN
22612;0;N918WN
22613;0;N918WN
22614;0;N749US
22615;0;N172US
22616;0;N188US
22617;0;N914DL
22618;0;N957DL
22619;0;N715SW
22620;0;N715SW
22621;0;N511UA
22622;0;N542UA
22623;0;N3CCAA
22624;0;N3AAAA
22625;0;N3AUAA
22626;0;N915DN
22627;0;N374DA
22628;0;N987US
22629;0;N246LV
22630;0;N791UA
22631;0;N565UA
22632;0;N572UA
22633;0;N635AA
22634;0;N5FSAA
22635;0;N635AA
22636;0;N390DA
22637;0;N390DA
22638;0;N3734B
22639;0;N3734B
22640;0;N3734B
22641;0;N3734B
22642;0;N778NC
22643;0;N760SW
22644;0;N401WN
22645;0;N801UA
22646;0;N581UA
22647;0;N830UA
22648;0;N576UA
22649;0;N582UA
22650;0;N582UA
22651;0;N662DN
22652;0;N6712B
22653;0;N987DL
22654;0;N406WN
22655;0;N406WN
22656;0;N733UW
22657;0;N442AA
22658;0;N421AA
22659;0;N484AA
22660;0;N913DN
22661;0;N348NB
22662;0;N327NB
22663;0;N347NB
22664;0;N780NC
22665;0;N327NB
22666;0;N347NB
22667;0;N488WN
22668;0;N367UA
22669;0;N529AU
22670;0;N594AA
22671;0;N375DA
22672;0;N908DA
22673;0;N908DA
22674;0;N914DN
22675;0;N914DN
22676;0;N780NC
22677;0;N327NB
22678;0;N347NB
22679;0;N437WN
22680;0;N437WN
22681;0;N923WN
22682;0;N923WN
22683;0;N923WN
22684;0;N964UW
22685;0;N967UW
22686;0;N967UW
22687;0;N744P
22688;0;N744P
22689;0;N5DNAA
22690;0;N5CEAA
22691;0;N641AA
22692;0;N3742C
22693;0;N318NB
22694;0;N786NC
22695;0;N773NC
22696;0;N379SW
22697;0;N15555
22698;0;N14974
22699;0;N399UA
22700;0;N933UA
22701;0;N386UA
22702;0;N922UA
22703;0;N327UA
22704;0;N326UA
22705;0;N419US
22706;0;N409US
22707;0;N419US
22708;0;N3ACAA
22709;0;N3CYAA
22710;0;N3BTAA
22711;0;N912DL
22712;0;N907DA
22713;0;N361NB
22714;0;N358NB
22715;0;N339NB
22716;0;N245WN
22717;0;N245WN
22718;0;N429UA
22719;0;N428UA
22720;0;N558UA
22721;0;N419US
22722;0;N409US
22723;0;N419US
22724;0;N482AA
22725;0;N442AA
22726;0;N531AA
22727;0;N917DL
22728;0;N328SW
22729;0;N328SW
22730;0;N328SW
22731;0;N328SW
22732;0;N373SW
22733;0;N373SW
22734;0;N373SW
22735;0;N373SW
22736;0;N949UW
22737;0;N955UW
22738;0;N587AA
22739;0;N472AA
22740;0;N579AA
22741;0;N304DQ
22742;0;N303DQ
22743;0;N1332U
22744;0;N768NC
22745;0;N925US
22746;0;N755NW
22747;0;N925US
22748;0;N496WN
22749;0;N740SW
22750;0;N385UA
22751;0;N374UA
22752;0;N329UA
22753;0;N335UA
22754;0;N333UA
22755;0;N907UA
22756;0;N412AA
22757;0;N241AA
22758;0;N387DA
22759;0;N377DA
22760;0;N377DA
22761;0;N926NW
22762;0;N613NW
22763;0;N967N
22764;0;N333SW
22765;0;N843UA
22766;0;N923UA
22767;0;N386UA
22768;0;N557AA
22769;0;N469AA
22770;0;N483AA
22771;0;N469AA
22772;0;N483AA
22773;0;N393DA
22774;0;N938DL
22775;0;N958DL
22776;0;N8923E
22777;0;N8986E
22778;0;N8986E
22779;0;N272WN
22780;0;N272WN
22781;0;N272WN
22782;0;N272WN
22783;0;N272WN
22784;0;N611SW
22785;0;N611SW
22786;0;N611SW
22787;0;N611SW
22788;0;N611SW
22789;0;N925UA
22790;0;N350UA
22791;0;N379UA
22792;0;N417UA
22793;0;N565UA
22794;0;N538UA
22795;0;N183JB
22796;0;N238JB
22797;0;N203JB
22798;0;N938DL
22799;0;N958DL
22800;0;N927WN
22801;0;N727SW
22802;0;N572UA
22803;0;N426US
22804;0;N611AA
22805;0;N628AA
22806;0;N5BWAA
22807;0;N956DL
22808;0;N980DL
22809;0;N376DA
22810;0;N369NW
22811;0;N349NW
22812;0;N434WN
22813;0;N847UA
22814;0;N813UA
22815;0;N456UA
22816;0;N422AA
22817;0;N4WUAA
22818;0;N401AA
22819;0;N393DA
22820;0;N3764D
22821;0;N980DL
22822;0;N376DA
22823;0;N376DA
22824;0;N769NC
22825;0;N767NC
22826;0;N17138
22827;0;N328UA
22828;0;N347UA
22829;0;N334UA
22830;0;N959UW
22831;0;N952UW
22832;0;N957UW
22833;0;N957UW
22834;0;N529AA
22835;0;N487AA
22836;0;N546AA
22837;0;N178JB
22838;0;N231JB
22839;0;N179JB
22840;0;N917DL
22841;0;N217JC
22842;0;N217JC
22843;0;N952UW
22844;0;N957UW
22845;0;N418AA
22846;0;N496AA
22847;0;N464AA
22848;0;N956DL
22849;0;N290WN
22850;0;N290WN
22851;0;N290WN
22852;0;N290WN
22853;0;N937UW
22854;0;N942UW
22855;0;N916UW
22856;0;N552AA
22857;0;N241AA
22858;0;N518AA
22859;0;N552AA
22860;0;N241AA
22861;0;N518AA
22862;0;N274JB
22863;0;N238JB
22864;0;N198JB
22865;0;N377DA
22866;0;N386DA
22867;0;N350NA
22868;0;N375NC
22869;0;N370NW
22870;0;N392SW
22871;0;N948UW
22872;0;N440US
22873;0;N444US
22874;0;N542AA
22875;0;N476AA
22876;0;N414AA
22877;0;N476AA
22878;0;N414AA
22879;0;N565JB
22880;0;N657JB
22881;0;N376DA
22882;0;N907DL
22883;0;N3754A
22884;0;N8926E
22885;0;N925US
22886;0;N708SW
22887;0;N708SW
22888;0;N708SW
22889;0;N708SW
22890;0;N404US
22891;0;N439US
22892;0;N405US
22893;0;N510JB
22894;0;N529JB
22895;0;N962DL
22896;0;N3732J
22897;0;N930DL
22898;0;N930DL
22899;0;N948DL
22900;0;N948DL
22901;0;N273WN
22902;0;N273WN
22903;0;N486WN
22904;0;N486WN
22905;0;N420AA
22906;0;N470AA
22907;0;N466AA
22908;0;N420AA
22909;0;N470AA
22910;0;N274JB
22911;0;N238JB
22912;0;N198JB
22913;0;N3737C
22914;0;N6712B
22915;0;N637DL
22916;0;N929WN
22917;0;N926WN
22918;0;N927WN
22919;0;N3BHAA
22920;0;N3AJAA
22921;0;N3APAA
22922;0;N267JB
22923;0;N258JB
22924;0;N274JB
22925;0;N906DE
22926;0;N948DL
22927;0;N338SW
22928;0;N621SW
22929;0;N292AA
22930;0;N242AA
22931;0;N403AA
22932;0;N292AA
22933;0;N242AA
22934;0;N403AA
22935;0;N187JB
22936;0;N216JB
22937;0;N378SW
22938;0;N368SW
22939;0;N417US
22940;0;N747UW
22941;0;N752US
22942;0;N620AA
22943;0;N5DGAA
22944;0;N618AA
22945;0;N187JB
22946;0;N216JB
22947;0;N685SW
22948;0;N957UW
22949;0;N957UW
22950;0;N951UW
22951;0;N951UW
22952;0;N4WXAA
22953;0;N4WBAA
22954;0;N4XJAA
22955;0;N294JB
22956;0;N294JB
22957;0;N192JB
22958;0;N192JB
22959;0;N284JB
22960;0;N284JB
22961;0;N925US
22962;0;N926NW
22963;0;N8928E
22964;0;N792SW
22965;0;N967UW
22966;0;N117UW
22967;0;N118US
22968;0;N223AA
22969;0;N490AA
22970;0;N248AA
22971;0;N303DQ
22972;0;N303DQ
22973;0;N519SW
22974;0;N520SW
22975;0;N187JB
22976;0;N216JB
22977;0;N388DA
22978;0;N388DA
22979;0;N913DN
22980;0;N390DA
22981;0;N375DA
22982;0;N375DA
22983;0;N287WN
22984;0;N406WN
22985;0;N413AA
22986;0;N540AA
22987;0;N426AA
22988;0;N187JB
22989;0;N216JB
22990;0;N378DA
22991;0;N378DA
22992;0;N3737C
22993;0;N384DA
22994;0;N384DA
22995;0;N384DA
22996;0;N450WN
22997;0;N450WN
22998;0;N450WN
22999;0;N450WN
23000;0;N372SW
23001;0;N372SW
23002;0;N108UW
23003;0;N103US
23004;0;N119US
23005;0;N3CFAA
23006;0;N3BEAA
23007;0;N3BHAA
23008;0;N910DN
23009;0;N907DA
23010;0;N915DN
23011;0;N294WN
23012;0;N918WN
23013;0;N614AA
23014;0;N5FPAA
23015;0;N630AA
23016;0;N536JB
23017;0;N587JB
23018;0;N520JB
23019;0;N925US
23020;0;N926NW
23021;0;N8928E
23022;0;N343SW
23023;0;N343SW
23024;0;N21144
23025;0;N541UA
23026;0;N948UW
23027;0;N961UW
23028;0;N3CVAA
23029;0;N3BGAA
23030;0;N3BCAA
23031;0;N646JB
23032;0;N536JB
23033;0;N592JB
23034;0;N384DA
23035;0;N384DA
23036;0;N384DA
23037;0;N384DA
23038;0;N523SW
23039;0;N699SW
23040;0;N523SW
23041;0;N523SW
23042;0;N419US
23043;0;N409US
23044;0;N419US
23045;0;N3AEAA
23046;0;N646JB
23047;0;N536JB
23048;0;N592JB
23049;0;N907DA
23050;0;N911DA
23051;0;N911DA
23052;0;N906DA
23053;0;N491WN
23054;0;N491WN
23055;0;N285WN
23056;0;N285WN
23057;0;N533AU
23058;0;N949UW
23059;0;N949UW
23060;0;N769US
23061;0;N902DA
23062;0;N3763D
23063;0;N307SW
23064;0;N337SW
23065;0;N13997
23066;0;N913DN
23067;0;N382DA
23068;0;N322NB
23069;0;N8926E
23070;0;N8925E
23071;0;N620SW
23072;0;N709SW
23073;0;N076AA
23074;0;N069AA
23075;0;N081AA
23076;0;N909DL
23077;0;N922DL
23078;0;N3741S
23079;0;N289WN
23080;0;N924UW
23081;0;N249AU
23082;0;N474AA
23083;0;N590AA
23084;0;N442AA
23085;0;N375DA
23086;0;N375DA
23087;0;N218WN
23088;0;N679AA
23089;0;N442US
23090;0;N440US
23091;0;N423US
23092;0;N559AA
23093;0;N509AA
23094;0;N490AA
23095;0;N3749D
23096;0;N357NB
23097;0;N769NC
23098;0;N767NC
23099;0;N266WN
23100;0;N277WN
23101;0;N961UW
23102;0;N949UW
23103;0;N949UW
23104;0;N5CWAA
23105;0;N614AA
23106;0;N5CVAA
23107;0;N619DL
23108;0;N687DL
23109;0;N398DA
23110;0;N316US
23111;0;N326US
23112;0;N312US
23113;0;N337NW
23114;0;N326US
23115;0;N312US
23116;0;N394SW
23117;0;N394SW
23118;0;N14542
23119;0;N909DA
23120;0;N385DN
23121;0;N316US
23122;0;N326US
23123;0;N312US
23124;0;N316US
23125;0;N325US
23126;0;N357NW
23127;0;N388SW
23128;0;N638SW
23129;0;N14542
23130;0;N576AA
23131;0;N4UCAA
23132;0;N510AA
23133;0;N833MH
23134;0;N831MH
23135;0;N829MH
23136;0;N327NB
23137;0;N347NB
23138;0;N326NB
23139;0;N278WN
23140;0;N278WN
23141;0;N927WN
23142;0;N927WN
23143;0;N954UW
23144;0;N964UW
23145;0;N967UW
23146;0;N5CEAA
23147;0;N5DKAA
23148;0;N614AA
23149;0;N5CEAA
23150;0;N5DKAA
23151;0;N614AA
23152;0;N902DE
23153;0;N323NB
23154;0;N339NB
23155;0;N339NB
23156;0;N907WN
23157;0;N265WN
23158;0;N954UW
23159;0;N954UW
23160;0;N964UW
23161;0;N964UW
23162;0;N967UW
23163;0;N967UW
23164;0;N3757D
23165;0;N3744D
23166;0;N3747D
23167;0;N333NW
23168;0;N362NW
23169;0;N359NW
23170;0;N432WN
23171;0;N13997
23172;0;N468UA
23173;0;N417UA
23174;0;N824UA
23175;0;N426US
23176;0;N458UW
23177;0;N433US
23178;0;N950DL
23179;0;N331NW
23180;0;N333NW
23181;0;N362NW
23182;0;N333NW
23183;0;N315US
23184;0;N367SW
23185;0;N367SW
23186;0;N419US
23187;0;N427US
23188;0;N405US
23189;0;N5ESAA
23190;0;N5FCAA
23191;0;N5CAAA
23192;0;N519SW
23193;0;N519SW
23194;0;N520SW
23195;0;N520SW
23196;0;N4UBAA
23197;0;N287AA
23198;0;N227AA
23199;0;N6713Y
23200;0;N624DL
23201;0;N665DN
23202;0;N387SW
23203;0;N625SW
23204;0;N541UA
23205;0;N548AA
23206;0;N466AA
23207;0;N969DL
23208;0;N969DL
23209;0;N924DL
23210;0;N936DL
23211;0;N936DL
23212;0;N323NB
23213;0;N339NB
23214;0;N339NB
23215;0;N497WN
23216;0;N497WN
23217;0;N431WN
23218;0;N431WN
23219;0;N431AA
23220;0;N510AA
23221;0;N494AA
23222;0;N964DL
23223;0;N955DL
23224;0;N993DL
23225;0;N332SW
23226;0;N717SA
23227;0;N193JB
23228;0;N267JB
23229;0;N258JB
23230;0;N964DL
23231;0;N964DL
23232;0;N942DL
23233;0;N942DL
23234;0;N984DL
23235;0;N984DL
23236;0;N452WN
23237;0;N266JB
23238;0;N266JB
23239;0;N281JB
23240;0;N281JB
23241;0;N281JB
23242;0;N281JB
23243;0;N833MH
23244;0;N831MH
23245;0;N829MH
23246;0;N256WN
23247;0;N256WN
23248;0;N21144
23249;0;N422US
23250;0;N425US
23251;0;N575AA
23252;0;N258AA
23253;0;N273JB
23254;0;N183JB
23255;0;N187JB
23256;0;N6707A
23257;0;N630DL
23258;0;N619DL
23259;0;N307SW
23260;0;N307SW
23261;0;N5DTAA
23262;0;N5DLAA
23263;0;N5FTAA
23264;0;N3759
23265;0;N464WN
23266;0;N293WN
23267;0;N14904
23268;0;N992DL
23269;0;N992DL
23270;0;N945DL
23271;0;N351NW
23272;0;N339NB
23273;0;N352NW
23274;0;N695SW
23275;0;N695SW
23276;0;N634SW
23277;0;N634SW
23278;0;N14904
23279;0;N423US
23280;0;N451UW
23281;0;N632AA
23282;0;N5CJAA
23283;0;N5ENAA
23284;0;N918DE
23285;0;N964DL
23286;0;N945DL
23287;0;N606SW
23288;0;N606SW
23289;0;N228WN
23290;0;N228WN
23291;0;N964UW
23292;0;N967UW
23293;0;N967UW
23294;0;N744P
23295;0;N474AA
23296;0;N590AA
23297;0;N544AA
23298;0;N474AA
23299;0;N590AA
23300;0;N67171
23301;0;N647DL
23302;0;N6700
23303;0;N291WN
23304;0;N194UW
23305;0;N176UW
23306;0;N3752
23307;0;N3755D
23308;0;N3755D
23309;0;N799SW
23310;0;N799SW
23311;0;N799SW
23312;0;N295WN
23313;0;N295WN
23314;0;N295WN
23315;0;N944UW
23316;0;N692DL
23317;0;N625SW
23318;0;N642WN
23319;0;N16987
23320;0;N178US
23321;0;N258AA
23322;0;N290AA
23323;0;N503AA
23324;0;N267JB
23325;0;N258JB
23326;0;N274JB
23327;0;N951DL
23328;0;N978DL
23329;0;N926DL
23330;0;N317NB
23331;0;N315US
23332;0;N918WN
23333;0;N236WN
23334;0;N11191
23335;0;N3DJAA
23336;0;N3BUAA
23337;0;N3BWAA
23338;0;N3BSAA
23339;0;N3ARAA
23340;0;N317NB
23341;0;N315US
23342;0;N474WN
23343;0;N345SA
23344;0;N345SA
23345;0;N16999
23346;0;N14143
23347;0;N48901
23348;0;N182UW
23349;0;N444US
23350;0;N439US
23351;0;N081AA
23352;0;N063AA
23353;0;N084AA
23354;0;N737JW
23355;0;N737JW
23356;0;N234WN
23357;0;N643SW
23358;0;N643SW
23359;0;N643SW
23360;0;N444US
23361;0;N439US
23362;0;N482AA
23363;0;N442AA
23364;0;N531AA
23365;0;N561AA
23366;0;N442AA
23367;0;N4XHAA
23368;0;N948DL
23369;0;N786SW
23370;0;N786SW
23371;0;N765SW
23372;0;N765SW
23373;0;N3AKAA
23374;0;N3BYAA
23375;0;N3BUAA
23376;0;N206JB
23377;0;N273JB
23378;0;N247JB
23379;0;N684DA
23380;0;N334SW
23381;0;N334SW
23382;0;N640SW
23383;0;N640SW
23384;0;N3ARAA
23385;0;N3AAAA
23386;0;N3CDAA
23387;0;N206JB
23388;0;N273JB
23389;0;N247JB
23390;0;N440LV
23391;0;
23392;0;N405US
23393;0;N425US
23394;0;N4XCAA
23395;0;N433AA
23396;0;N4WMAA
23397;0;N903DA
23398;0;N398DA
23399;0;N3732J
23400;0;N917WN
23401;0;N917WN
23402;0;N461WN
23403;0;N461WN
23404;0;N21537
23405;0;N21537
23406;0;N16999
23407;0;N16999
23408;0;N776WN
23409;0;N769SW
23410;0;N121UW
23411;0;N124US
23412;0;N124US
23413;0;N482AA
23414;0;N453AA
23415;0;N623DL
23416;0;N629DL
23417;0;N6716C
23418;0;N472WN
23419;0;N472WN
23420;0;N472WN
23421;0;N14105
23422;0;
23423;0;N462AA
23424;0;N445AA
23425;0;N457AA
23426;0;N3747D
23427;0;N396DA
23428;0;N383DN
23429;0;N917WN
23430;0;N461WN
23431;0;N14977
23432;0;N12922
23433;0;N17138
23434;0;N5DLAA
23435;0;N5FTAA
23436;0;N619AA
23437;0;N395SW
23438;0;N395SW
23439;0;N411AA
23440;0;N556AA
23441;0;N411AA
23442;0;N556AA
23443;0;N190JB
23444;0;N190JB
23445;0;N469WN
23446;0;N469WN
23447;0;N746SW
23448;0;N746SW
23449;0;N4YAAA
23450;0;N521AA
23451;0;N4XDAA
23452;0;N210WN
23453;0;N3BAAA
23454;0;N3BUAA
23455;0;N3BDAA
23456;0;N258JB
23457;0;N294JB
23458;0;N192JB
23459;0;N719SW
23460;0;N796SW
23461;0;N4XXAA
23462;0;N572AA
23463;0;N4WJAA
23464;0;N305SW
23465;0;N305SW
23466;0;N378SW
23467;0;N378SW
23468;0;N4XRAA
23469;0;N596AA
23470;0;N563AA
23471;0;N274JB
23472;0;N283JB
23473;0;N198JB
23474;0;N434WN
23475;0;N622AA
23476;0;N5DNAA
23477;0;N5DTAA
23478;0;N622AA
23479;0;N5DNAA
23480;0;N5DTAA
23481;0;N267JB
23482;0;N258JB
23483;0;N274JB
23484;0;N280WN
23485;0;N437AA
23486;0;N4XHAA
23487;0;N201AA
23488;0;N313SW
23489;0;N313SW
23490;0;N375SW
23491;0;N375SW
23492;0;N3DAAA
23493;0;N3AJAA
23494;0;N3AKAA
23495;0;N712JB
23496;0;N627JB
23497;0;N563JB
23498;0;N526SW
23499;0;N526SW
23500;0;N448AA
23501;0;N548AA
23502;0;N466AA
23503;0;N644JB
23504;0;N729JB
23505;0;N729JB
23506;0;N201LV
23507;0;N201LV
23508;0;N201LV
23509;0;N201LV
23510;0;N201LV
23511;0;N4XHAA
23512;0;N4WXAA
23513;0;N245AA
23514;0;N283JB
23515;0;N274JB
23516;0;N238JB
23517;0;N767SW
23518;0;N924WN
23519;0;N510AA
23520;0;N593AA
23521;0;N573AA
23522;0;N510AA
23523;0;N423AA
23524;0;N573AA
23525;0;N283JB
23526;0;N274JB
23527;0;N238JB
23528;0;N645SW
23529;0;N645SW
23530;0;N4XTAA
23531;0;N334SW
23532;0;N640SW
23533;0;N5DDAA
23534;0;N633AA
23535;0;N5CWAA
23536;0;N513SW
23537;0;N564AA
23538;0;N233AA
23539;0;N389SW
23540;0;N389SW
23541;0;N389SW
23542;0;N389SW
23543;0;N5CTAA
23544;0;N5EGAA
23545;0;N5DGAA
23546;0;N5CTAA
23547;0;N5EGAA
23548;0;N5DGAA
23549;0;N198JB
23550;0;N203JB
23551;0;N920WN
23552;0;N555AA
23553;0;N573AA
23554;0;N458AA
23555;0;N555AA
23556;0;N537AA
23557;0;N633SW
23558;0;N633SW
23559;0;N476WN
23560;0;N226WN
23561;0;N226WN
23562;0;N226WN
23563;0;N504AA
23564;0;N564AA
23565;0;N233AA
23566;0;N508AA
23567;0;N564AA
23568;0;N233AA
23569;0;N179JB
23570;0;N190JB
23571;0;N192JB
23572;0;N214WN
23573;0;N214WN
23574;0;N5DKAA
23575;0;N5DTAA
23576;0;N5FGAA
23577;0;N284WN
23578;0;N369SW
23579;0;N5FRAA
23580;0;N5DCAA
23581;0;N637AA
23582;0;N5FRAA
23583;0;N5DCAA
23584;0;N637AA
23585;0;N349SW
23586;0;N349SW
23587;0;N349SW
23588;0;N349SW
23589;0;N792SW
23590;0;N792SW
23591;0;N792SW
23592;0;N792SW
23593;0;N516AA
23594;0;N541AA
23595;0;N430AA
23596;0;N516AA
23597;0;N541AA
23598;0;N430AA
23599;0;N656SW
23600;0;N624SW
23601;0;N4XSAA
23602;0;N4WAAA
23603;0;N790SW
23604;0;N416AA
23605;0;N583AA
23606;0;N528SW
23607;0;N528SW
23608;0;N571AA
23609;0;N598AA
23610;0;N4WPAA
23611;0;N244WN
23612;0;N244WN
23613;0;N244WN
23614;0;N244WN
23615;0;N764SW
23616;0;N764SW
23617;0;N764SW
23618;0;N764SW
23619;0;N3CDAA
23620;0;N3BFAA
23621;0;N3BKAA
23622;0;N437WN
23623;0;N437WN
23624;0;N437WN
23625;0;N923WN
23626;0;N923WN
23627;0;N923WN
23628;0;N521AA
23629;0;N515AA
23630;0;N413AA
23631;0;N778SW
23632;0;N778SW
23633;0;N778SW
23634;0;N249WN
23635;0;N249WN
23636;0;N249WN
23637;0;N244AA
23638;0;N424AA
23639;0;N4UBAA
23640;0;N905WN
