id;desvionum;tailnum
11301;0;N625JB
11302;0;N598JB
11303;0;N655JB
11304;0;N801FR
11305;0;N812FR
11306;0;N812FR
11307;0;N807FR
11308;0;N807FR
11309;0;N318SW
11310;0;N318SW
11311;0;N318SW
11312;0;N595UA
11313;0;N529UA
11314;0;N570AA
11315;0;N589AA
11316;0;N598AA
11317;0;N703AS
11318;0;N708AS
11319;0;N769AS
11320;0;N948FR
11321;0;N940FR
11322;0;N938FR
11323;0;N967N
11324;0;N353NB
11325;0;N8921E
11326;0;N9222N
11327;0;N230WN
11328;0;N822UA
11329;0;N410UA
11330;0;N258AA
11331;0;N574AA
11332;0;N4WWAA
11333;0;N703AS
11334;0;N708AS
11335;0;N769AS
11336;0;N12319
11337;0;N63305
11338;0;N12221
11339;0;N174AT
11340;0;N173AT
11341;0;N338AT
11342;0;N353NB
11343;0;N333NW
11344;0;N477WN
11345;0;N477WN
11346;0;N218WN
11347;0;N218WN
11348;0;N520UA
11349;0;N546UA
11350;0;N597UA
11351;0;N322AW
11352;0;N154AW
11353;0;N455AA
11354;0;N455AA
11355;0;N478AA
11356;0;N455AA
11357;0;N455AA
11358;0;N478AA
11359;0;N809FR
11360;0;N904FR
11361;0;N942FR
11362;0;N515SW
11363;0;N528SW
11364;0;N566UA
11365;0;N468UA
11366;0;N73270
11367;0;N76508
11368;0;N37263
11369;0;N261AT
11370;0;N337AT
11371;0;N338AT
11372;0;N312US
11373;0;N345NW
11374;0;N371NW
11375;0;N340LV
11376;0;N340LV
11377;0;N340LV
11378;0;N352SW
11379;0;N313SW
11380;0;N313SW
11381;0;N333UA
11382;0;N318UA
11383;0;N830AW
11384;0;N813AW
11385;0;N813AW
11386;0;N825AW
11387;0;N557AS
11388;0;N799AS
11389;0;N607AS
11390;0;N17719
11391;0;N17719
11392;0;N61304
11393;0;N948FR
11394;0;N940FR
11395;0;N938FR
11396;0;N285AT
11397;0;N261AT
11398;0;N337AT
11399;0;N475HA
11400;0;N481HA
11401;0;N475HA
11402;0;N372NW
11403;0;N378NW
11404;0;N321US
11405;0;N375NC
11406;0;N378NW
11407;0;N309US
11408;0;N233LV
11409;0;N233LV
11410;0;N233LV
11411;0;N229WN
11412;0;N229WN
11413;0;N229WN
11414;0;N825UA
11415;0;N535UA
11416;0;N571UA
11417;0;N853UA
11418;0;N415UA
11419;0;N411UA
11420;0;N557AS
11421;0;N799AS
11422;0;N607AS
11423;0;N475HA
11424;0;N481HA
11425;0;N475HA
11426;0;N366NB
11427;0;N359NB
11428;0;N370NB
11429;0;N364NB
11430;0;N359NB
11431;0;N370NB
11432;0;N904WN
11433;0;N391SW
11434;0;N587UA
11435;0;N811UA
11436;0;N579UA
11437;0;N839AW
11438;0;N829AW
11439;0;N313AW
11440;0;N313AW
11441;0;N315AW
11442;0;N315AW
11443;0;N494AA
11444;0;N248AA
11445;0;N486AA
11446;0;N779AS
11447;0;N614AS
11448;0;N607AS
11449;0;N625JB
11450;0;N598JB
11451;0;N655JB
11452;0;N17644
11453;0;N19621
11454;0;N33294
11455;0;N174AT
11456;0;N173AT
11457;0;N338AT
11458;0;N483HA
11459;0;N478HA
11460;0;N478HA
11461;0;N359NB
11462;0;N370NB
11463;0;N319NB
11464;0;N404WN
11465;0;N404WN
11466;0;N418UA
11467;0;N913UA
11468;0;N659AW
11469;0;N3BDAA
11470;0;N3DDAA
11471;0;N3DJAA
11472;0;N614AS
11473;0;N607AS
11474;0;N987AT
11475;0;N975AT
11476;0;N895AT
11477;0;N483HA
11478;0;N478HA
11479;0;N478HA
11480;0;N316NB
11481;0;N326NB
11482;0;N355NB
11483;0;N618WN
11484;0;N618WN
11485;0;N618WN
11486;0;N618WN
11487;0;N840UA
11488;0;N969AT
11489;0;N950AT
11490;0;N996AT
11491;0;N321US
11492;0;N301US
11493;0;N359NW
11494;0;N321US
11495;0;N301US
11496;0;N501SW
11497;0;N385UA
11498;0;N351UA
11499;0;N929UA
11500;0;N593AA
11501;0;N588AA
11502;0;N597AA
11503;0;N593AA
11504;0;N588AA
11505;0;N597AA
11506;0;N785AS
11507;0;N779AS
11508;0;N708AS
11509;0;N633JB
11510;0;N571JB
11511;0;N603JB
11512;0;N37298
11513;0;N77295
11514;0;N17614
11515;0;N936AT
11516;0;N943AT
11517;0;N923AT
11518;0;N354SW
11519;0;N593UA
11520;0;N202UA
11521;0;N466UA
11522;0;N816AW
11523;0;N803AW
11524;0;N803AW
11525;0;N803AW
11526;0;N837AW
11527;0;N837AW
11528;0;N837AW
11529;0;N481AA
11530;0;N244AA
11531;0;N424AA
11532;0;N708AS
11533;0;N793AS
11534;0;N33266
11535;0;N37274
11536;0;N29717
11537;0;N953AT
11538;0;N957AT
11539;0;N979AT
11540;0;N476HA
11541;0;N479HA
11542;0;N481HA
11543;0;N316NB
11544;0;N326NB
11545;0;N355NB
11546;0;N281WN
11547;0;N765SW
11548;0;N933UA
11549;0;N223AA
11550;0;N490AA
11551;0;N248AA
11552;0;N33266
11553;0;N37274
11554;0;N29717
11555;0;N326AT
11556;0;N267AT
11557;0;N173AT
11558;0;N743SW
11559;0;N844UA
11560;0;N809UA
11561;0;N812FR
11562;0;N923FR
11563;0;N916FR
11564;0;N987AT
11565;0;N975AT
11566;0;N895AT
11567;0;N419WN
11568;0;N419WN
11569;0;N419WN
11570;0;N433UA
11571;0;N403UA
11572;0;N522UA
11573;0;N314AW
11574;0;N166AW
11575;0;N156AW
11576;0;N156AW
11577;0;N168AW
11578;0;N168AW
11579;0;N577AA
11580;0;N451AA
11581;0;N421AA
11582;0;N21723
11583;0;N32626
11584;0;N39728
11585;0;N812FR
11586;0;N923FR
11587;0;N916FR
11588;0;N936AT
11589;0;N943AT
11590;0;N923AT
11591;0;N356NW
11592;0;N316US
11593;0;N374NW
11594;0;N325US
11595;0;N338NB
11596;0;N364NB
11597;0;N430WN
11598;0;N430WN
11599;0;N430WN
11600;0;N647SW
11601;0;N328SW
11602;0;N647SW
11603;0;N647SW
11604;0;N647SW
11605;0;N937UA
11606;0;N315UA
11607;0;N3ABAA
11608;0;N3ABAA
11609;0;N3BDAA
11610;0;N69333
11611;0;N12238
11612;0;N230WN
11613;0;N551WN
11614;0;N724SW
11615;0;N724SW
11616;0;N578UA
11617;0;N410UA
11618;0;N469AA
11619;0;N524AA
11620;0;N554AA
11621;0;N649JB
11622;0;N608JB
11623;0;N661JB
11624;0;N26208
11625;0;N78506
11626;0;N33292
11627;0;N953AT
11628;0;N957AT
11629;0;N979AT
11630;0;N327NB
11631;0;N329NB
11632;0;N337NB
11633;0;N327NB
11634;0;N329NB
11635;0;N344NW
11636;0;N394SW
11637;0;N506UA
11638;0;N539UA
11639;0;N528UA
11640;0;N925UA
11641;0;N350UA
11642;0;N379UA
11643;0;N649JB
11644;0;N608JB
11645;0;N661JB
11646;0;N14324
11647;0;N54711
11648;0;N397SW
11649;0;N347SW
11650;0;N431UA
11651;0;N403UA
11652;0;N509UA
11653;0;N3AKAA
11654;0;N3ANAA
11655;0;N3AWAA
11656;0;N33284
11657;0;N24736
11658;0;N73256
11659;0;N330AT
11660;0;N272AT
11661;0;N610WN
11662;0;N533UA
11663;0;N580UA
11664;0;N437AA
11665;0;N435AA
11666;0;N563AA
11667;0;N566AS
11668;0;N593AS
11669;0;N783AS
11670;0;N73256
11671;0;N77258
11672;0;N16703
11673;0;N943FR
11674;0;N941FR
11675;0;N945FR
11676;0;N281AT
11677;0;N330AT
11678;0;N272AT
11679;0;N378NW
11680;0;N316US
11681;0;N374NW
11682;0;N356NW
11683;0;N316US
11684;0;N374NW
11685;0;N493WN
11686;0;N493WN
11687;0;N385UA
11688;0;N311UA
11689;0;N329UA
11690;0;N496AA
11691;0;N464AA
11692;0;N520AA
11693;0;N496AA
11694;0;N464AA
11695;0;N520AA
11696;0;N566AS
11697;0;N593AS
11698;0;N783AS
11699;0;N943FR
11700;0;N941FR
11701;0;N945FR
11702;0;N969AT
11703;0;N994AT
11704;0;N948AT
11705;0;N357NB
11706;0;N358NB
11707;0;N315NB
11708;0;N613NW
11709;0;N358NB
11710;0;N315NB
11711;0;N209WN
11712;0;N299WN
11713;0;N314UA
11714;0;N462UA
11715;0;N346UA
11716;0;N935UA
11717;0;N837UA
11718;0;N436AA
11719;0;N4XXAA
11720;0;N572AA
11721;0;N14731
11722;0;N27722
11723;0;N17229
11724;0;N327NB
11725;0;N337NB
11726;0;N688SW
11727;0;N688SW
11728;0;N688SW
11729;0;N688SW
11730;0;N688SW
11731;0;N688SW
11732;0;N371SW
11733;0;N371SW
11734;0;N371SW
11735;0;N371SW
11736;0;N371SW
11737;0;N371SW
11738;0;N660UA
11739;0;N644UA
11740;0;N16713
11741;0;N13718
11742;0;N23708
11743;0;N24702
11744;0;N13720
11745;0;N16701
11746;0;N969AT
11747;0;N994AT
11748;0;N948AT
11749;0;N327NW
11750;0;N321US
11751;0;N454WN
11752;0;N454WN
11753;0;N921WN
11754;0;N921WN
11755;0;N668AW
11756;0;N668AW
11757;0;N656AW
11758;0;N656AW
11759;0;N667AW
11760;0;N667AW
11761;0;N4XXAA
11762;0;N572AA
11763;0;N4XHAA
11764;0;N794AS
11765;0;N771AS
11766;0;N804FR
11767;0;N905FR
11768;0;N906FR
11769;0;N971AT
11770;0;N946AT
11771;0;N315NB
11772;0;N357NB
11773;0;N358NB
11774;0;N315NB
11775;0;N264LV
11776;0;N264LV
11777;0;N264LV
11778;0;N264LV
11779;0;N264LV
11780;0;N454WN
11781;0;N454WN
11782;0;N454WN
11783;0;N200WN
11784;0;N454WN
11785;0;N937UA
11786;0;N315UA
11787;0;N659AW
11788;0;N604AW
11789;0;N656AW
11790;0;N713AS
11791;0;N754AS
11792;0;N794AS
11793;0;N13624
11794;0;N954AT
11795;0;N966AT
11796;0;N964AT
11797;0;N328NW
11798;0;N378NW
11799;0;N328NW
11800;0;N378NW
11801;0;N687SW
11802;0;N687SW
11803;0;N687SW
11804;0;N687SW
11805;0;N687SW
11806;0;N350SW
11807;0;N350SW
11808;0;N350SW
11809;0;N350SW
11810;0;N350SW
11811;0;N503UA
11812;0;N854UA
11813;0;N331UA
11814;0;N4XFAA
11815;0;N4XPAA
11816;0;N4XGAA
11817;0;N4XFAA
11818;0;N4XPAA
11819;0;N4XGAA
11820;0;N918FR
11821;0;N915FR
11822;0;N942FR
11823;0;N936FR
11824;0;N938FR
11825;0;N954AT
11826;0;N966AT
11827;0;N964AT
11828;0;N321US
11829;0;N328NW
11830;0;N378NW
11831;0;N329NB
11832;0;N328NW
11833;0;N378NW
11834;0;N333SW
11835;0;N430WN
11836;0;N929UA
11837;0;N507UA
11838;0;N576UA
11839;0;N615AS
11840;0;N617AS
11841;0;N624AS
11842;0;N804FR
11843;0;N905FR
11844;0;N906FR
11845;0;N982AT
11846;0;N717JL
11847;0;N942AT
11848;0;N605SW
11849;0;N356SW
11850;0;N828UA
11851;0;N315UA
11852;0;N4YRAA
11853;0;N4WUAA
11854;0;N401AA
11855;0;N947AT
11856;0;N659SW
11857;0;N659SW
11858;0;N659SW
11859;0;N659SW
11860;0;N646SW
11861;0;N646SW
11862;0;N646SW
11863;0;N646SW
11864;0;N646SW
11865;0;N809UA
11866;0;N830UA
11867;0;N708JB
11868;0;N595JB
11869;0;N703JB
11870;0;N942FR
11871;0;N808FR
11872;0;N801FR
11873;0;N947AT
11874;0;N526SW
11875;0;N525SW
11876;0;N525SW
11877;0;N382UA
11878;0;N924UA
11879;0;N938UA
11880;0;N602AW
11881;0;N678AW
11882;0;N703JB
11883;0;N561JB
11884;0;N634JB
11885;0;N484WN
11886;0;N351SW
11887;0;N934UA
11888;0;N849UA
11889;0;N382UA
11890;0;N604AW
11891;0;N604AW
11892;0;N602AW
11893;0;N678AW
11894;0;N678AW
11895;0;N415AA
11896;0;N489AA
11897;0;N463AA
11898;0;N415AA
11899;0;N489AA
11900;0;N463AA
11901;0;N773AS
11902;0;N794AS
11903;0;N771AS
11904;0;N971AT
11905;0;N946AT
11906;0;N658SW
11907;0;N606SW
11908;0;N405UA
11909;0;N405UA
11910;0;N411UA
11911;0;N545AA
11912;0;N529AA
11913;0;N237AA
11914;0;N626AS
11915;0;N619AS
11916;0;N622AS
11917;0;N78866
11918;0;N75851
11919;0;N56859
11920;0;N942FR
11921;0;N808FR
11922;0;N801FR
11923;0;N969AT
11924;0;N950AT
11925;0;N996AT
11926;0;N929WN
11927;0;N748SW
11928;0;N838UA
11929;0;N828UA
11930;0;N662AW
11931;0;N661AW
11932;0;N449AA
11933;0;N4YBAA
11934;0;N482AA
11935;0;N449AA
11936;0;N4YBAA
11937;0;N482AA
11938;0;N557AS
11939;0;N563AS
11940;0;N569AS
11941;0;N57869
11942;0;N57868
11943;0;N57868
11944;0;N918FR
11945;0;N939FR
11946;0;N947FR
11947;0;N308AT
11948;0;N461WN
11949;0;N461WN
11950;0;N461WN
11951;0;N436WN
11952;0;N436WN
11953;0;N436WN
11954;0;N330UA
11955;0;N374UA
11956;0;N619AW
11957;0;N3APAA
11958;0;N3CFAA
11959;0;N3ABAA
11960;0;N774AS
11961;0;N942AT
11962;0;N982AT
11963;0;N717JL
11964;0;N786SW
11965;0;N687SW
11966;0;N437UA
11967;0;N3BNAA
11968;0;N3BHAA
11969;0;N3CTAA
11970;0;N3BNAA
11971;0;N3BRAA
11972;0;N788SA
11973;0;N788SA
11974;0;N788SA
11975;0;N358SW
11976;0;N358SW
11977;0;N358SW
11978;0;N371UA
11979;0;N424UA
11980;0;N313AW
11981;0;N3CBAA
11982;0;N3CNAA
11983;0;N609AS
11984;0;N622AS
11985;0;N615AS
11986;0;N918FR
11987;0;N918FR
11988;0;N939FR
11989;0;N940FR
11990;0;N947FR
11991;0;N947FR
11992;0;N957AT
11993;0;N940AT
11994;0;N997AT
11995;0;N325NB
11996;0;N368NB
11997;0;N327NB
11998;0;N410WN
11999;0;N410WN
12000;0;N410WN
12001;0;N205WN
12002;0;N205WN
12003;0;N205WN
12004;0;N836UA
12005;0;N402UA
12006;0;N811UA
12007;0;N835UA
12008;0;N379UA
12009;0;N912UA
12010;0;N654AW
12011;0;N676AW
12012;0;N651AW
12013;0;N5FRAA
12014;0;N630AA
12015;0;N637AA
12016;0;N622AS
12017;0;N609AS
12018;0;N649AS
12019;0;N296AT
12020;0;N284AT
12021;0;N993AT
12022;0;N334NB
12023;0;N343NB
12024;0;N322NB
12025;0;N239WN
12026;0;N242WN
12027;0;N455WN
12028;0;N399WN
12029;0;N381UA
12030;0;N845UA
12031;0;N601AW
12032;0;N601AW
12033;0;N662AW
12034;0;N662AW
12035;0;N4YHAA
12036;0;N4XTAA
12037;0;N434AA
12038;0;N619AS
12039;0;N615AS
12040;0;N625AS
12041;0;N921FR
12042;0;N921FR
12043;0;N972AT
12044;0;N992AT
12045;0;N968AT
12046;0;N712SW
12047;0;N712SW
12048;0;N221WN
12049;0;N221WN
12050;0;N221WN
12051;0;N464UA
12052;0;N418UA
12053;0;N340UA
12054;0;N529UA
12055;0;N537UA
12056;0;N568UA
12057;0;N459AA
12058;0;N553AA
12059;0;N460AA
12060;0;N619AS
12061;0;N615AS
12062;0;N625AS
12063;0;N595JB
12064;0;N703JB
12065;0;N561JB
12066;0;N904FR
12067;0;N946FR
12068;0;N946FR
12069;0;N590NW
12070;0;N594NW
12071;0;N583NW
12072;0;N786SW
12073;0;N298WN
12074;0;N374UA
12075;0;N708JB
12076;0;N595JB
12077;0;N703JB
12078;0;N17233
12079;0;N12319
12080;0;N12319
12081;0;N904FR
12082;0;N946FR
12083;0;N946FR
12084;0;N949AT
12085;0;N945AT
12086;0;N344AT
12087;0;N892AT
12088;0;N762SW
12089;0;N925WN
12090;0;N925WN
12091;0;N466UA
12092;0;N318UA
12093;0;N329UA
12094;0;N651AW
12095;0;N619AW
12096;0;N676AW
12097;0;N622AS
12098;0;N615AS
12099;0;N739GB
12100;0;N529UA
12101;0;N412UA
12102;0;N455UA
12103;0;N655AW
12104;0;N664AW
12105;0;N649AS
12106;0;N609AS
12107;0;N24702
12108;0;N37420
12109;0;N27733
12110;0;N354NW
12111;0;N327NW
12112;0;N359NW
12113;0;N705SW
12114;0;N744SW
12115;0;N637SW
12116;0;N399UA
12117;0;N372UA
12118;0;N314UA
12119;0;N527UA
12120;0;N371UA
12121;0;N817UA
12122;0;N431AA
12123;0;N18220
12124;0;N37293
12125;0;N941FR
12126;0;N921FR
12127;0;N921FR
12128;0;N981AT
12129;0;N949AT
12130;0;N961AT
12131;0;N337NB
12132;0;N360NB
12133;0;N316NB
12134;0;N628SW
12135;0;N628SW
12136;0;N628SW
12137;0;N628SW
12138;0;N628SW
12139;0;N398SW
12140;0;N398SW
12141;0;N398SW
12142;0;N398SW
12143;0;N398SW
12144;0;N330UA
12145;0;N841UA
12146;0;N842UA
12147;0;N4WDAA
12148;0;N4XLAA
12149;0;N4XSAA
12150;0;N4WDAA
12151;0;N4XLAA
12152;0;N625AS
12153;0;N649AS
12154;0;N609AS
12155;0;N656JB
12156;0;N665JB
12157;0;N613JB
12158;0;N37422
12159;0;N37413
12160;0;N981AT
12161;0;N949AT
12162;0;N961AT
12163;0;N366NW
12164;0;N376NW
12165;0;N337NW
12166;0;N333SW
12167;0;N430WN
12168;0;N585UA
12169;0;N530UA
12170;0;N806AW
12171;0;N804AW
12172;0;N836AW
12173;0;N630AA
12174;0;N5ENAA
12175;0;N5CNAA
12176;0;N625AS
12177;0;N649AS
12178;0;N609AS
12179;0;N656JB
12180;0;N665JB
12181;0;N613JB
12182;0;N38403
12183;0;N18223
12184;0;N37409
12185;0;N225WN
12186;0;N225WN
12187;0;N930UA
12188;0;N597AA
12189;0;N569AA
12190;0;N437AA
12191;0;N76269
12192;0;N33266
12193;0;N37267
12194;0;N930FR
12195;0;N946FR
12196;0;N281AT
12197;0;N278AT
12198;0;N166AT
12199;0;N376SW
12200;0;N376SW
12201;0;N818UA
12202;0;N847UA
12203;0;N5FRAA
12204;0;N5DCAA
12205;0;N637AA
12206;0;N649AS
12207;0;N648AS
12208;0;N611AS
12209;0;N641JB
12210;0;N705JB
12211;0;N638JB
12212;0;N930FR
12213;0;N946FR
12214;0;N376NW
12215;0;N361NW
12216;0;N351NW
12217;0;N914WN
12218;0;N914WN
12219;0;N914WN
12220;0;N914WN
12221;0;N542UA
12222;0;N535UA
12223;0;N571UA
12224;0;N424UA
12225;0;N429UA
12226;0;N515UA
12227;0;N503AA
12228;0;N485AA
12229;0;N459AA
12230;0;N289JB
12231;0;N229JB
12232;0;N294JB
12233;0;N176AT
12234;0;N126AT
12235;0;N175AT
12236;0;N587NW
12237;0;N590NW
12238;0;N594NW
12239;0;N799SW
12240;0;N799SW
12241;0;N295WN
12242;0;N295WN
12243;0;N3AEAA
12244;0;N3DHAA
12245;0;N3AMAA
12246;0;N3AEAA
12247;0;N3DHAA
12248;0;N609AS
12249;0;N649AS
12250;0;N289JB
12251;0;N229JB
12252;0;N294JB
12253;0;N300AT
12254;0;N290AT
12255;0;N299AT
12256;0;N584NW
12257;0;N583NW
12258;0;N588NW
12259;0;N228WN
12260;0;N228WN
12261;0;N920WN
12262;0;N920WN
12263;0;N922UA
12264;0;N933UA
12265;0;N303AW
12266;0;N303AW
12267;0;N314AW
12268;0;N314AW
12269;0;N164AW
12270;0;N164AW
12271;0;N649AS
12272;0;N648AS
12273;0;N611AS
12274;0;N705JB
12275;0;N638JB
12276;0;N645JB
12277;0;N77510
12278;0;N33103
12279;0;N13138
12280;0;N925AT
12281;0;N942AT
12282;0;N927AT
12283;0;N584NW
12284;0;N583NW
12285;0;N588NW
12286;0;N900WN
12287;0;N900WN
12288;0;N839UA
12289;0;N852UA
12290;0;N332AW
12291;0;N332AW
12292;0;N302AW
12293;0;N334AW
12294;0;N648AS
12295;0;N648AS
12296;0;N611AS
12297;0;N57852
12298;0;N56859
12299;0;N57864
12300;0;N176AT
12301;0;N126AT
12302;0;N175AT
12303;0;N256WN
12304;0;N256WN
12305;0;N643SW
12306;0;N643SW
12307;0;N643SW
12308;0;N340UA
12309;0;N851UA
12310;0;N327UA
12311;0;N5EHAA
12312;0;N5FMAA
12313;0;N5EUAA
12314;0;N648AS
12315;0;N609AS
12316;0;N649AS
12317;0;N927FR
12318;0;N927FR
12319;0;N928FR
12320;0;N929FR
12321;0;N925FR
12322;0;N925FR
12323;0;N281AT
12324;0;N278AT
12325;0;N166AT
12326;0;N419WN
12327;0;N419WN
12328;0;N381UA
12329;0;N938UA
12330;0;N315UA
12331;0;N313AW
12332;0;N155AW
12333;0;N175AW
12334;0;N364NW
12335;0;N354NW
12336;0;N375NC
12337;0;N388SW
12338;0;N388SW
12339;0;N409WN
12340;0;N409WN
12341;0;N849UA
12342;0;N382UA
12343;0;N807AW
12344;0;N807AW
12345;0;N817AW
12346;0;N817AW
12347;0;N617AS
12348;0;N624AS
12349;0;N480WN
12350;0;N480WN
12351;0;N480WN
12352;0;N480WN
12353;0;N335SW
12354;0;N335SW
12355;0;N335SW
12356;0;N335SW
12357;0;N573UA
12358;0;N556UA
12359;0;N522UA
12360;0;N573UA
12361;0;N556UA
12362;0;N558UA
12363;0;N175AW
12364;0;N314AW
12365;0;N3CNAA
12366;0;N3CTAA
12367;0;N3AJAA
12368;0;N746JB
12369;0;N590JB
12370;0;N558JB
12371;0;N339SW
12372;0;N793SA
12373;0;N809UA
12374;0;N923UA
12375;0;N553UA
12376;0;N622AW
12377;0;N622AW
12378;0;N166AW
12379;0;N166AW
12380;0;N334AW
12381;0;N334AW
12382;0;N618AA
12383;0;N612AA
12384;0;N556NW
12385;0;N356NW
12386;0;N365NW
12387;0;N556NW
12388;0;N351NW
12389;0;N365NW
12390;0;N371SW
12391;0;N371SW
12392;0;N371SW
12393;0;N371SW
12394;0;N241WN
12395;0;N241WN
12396;0;N241WN
12397;0;N390SW
12398;0;N385UA
12399;0;N415UA
12400;0;N330UA
12401;0;N340UA
12402;0;N166AW
12403;0;N334AW
12404;0;N526AA
12405;0;N488AA
12406;0;N249AA
12407;0;N526AA
12408;0;N488AA
12409;0;N249AA
12410;0;N528US
12411;0;N530US
12412;0;N528US
12413;0;N528US
12414;0;N530US
12415;0;N533US
12416;0;N457WN
12417;0;N457WN
12418;0;N476WN
12419;0;N476WN
12420;0;N913UA
12421;0;N941UA
12422;0;N370UA
12423;0;N605JB
12424;0;N636JB
12425;0;N582JB
12426;0;N35407
12427;0;N37409
12428;0;N37253
12429;0;N487HA
12430;0;N477HA
12431;0;N476HA
12432;0;N332NW
12433;0;N329NW
12434;0;N320US
12435;0;N216WR
12436;0;N498WN
12437;0;N443WN
12438;0;N443WN
12439;0;N403UA
12440;0;N666UA
12441;0;N674UA
12442;0;N346UA
12443;0;N376UA
12444;0;N381UA
12445;0;N175AW
12446;0;N314AW
12447;0;N483AA
12448;0;N246AA
12449;0;N605JB
12450;0;N636JB
12451;0;N582JB
12452;0;N290AT
12453;0;N299AT
12454;0;N326AT
12455;0;N487HA
12456;0;N477HA
12457;0;N476HA
12458;0;N299WN
12459;0;N299WN
12460;0;N469WN
12461;0;N469WN
12462;0;N822UA
12463;0;N410UA
12464;0;N625AW
12465;0;N629AW
12466;0;N5EHAA
12467;0;N5FMAA
12468;0;N5EUAA
12469;0;N78866
12470;0;N75851
12471;0;N56859
12472;0;N530US
12473;0;N533US
12474;0;N531US
12475;0;N509SW
12476;0;N509SW
12477;0;N507SW
12478;0;N507SW
12479;0;N928UA
12480;0;N328UA
12481;0;N339UA
12482;0;N813AW
12483;0;N334AW
12484;0;N156AW
12485;0;N411AA
12486;0;N486AA
12487;0;N293AA
12488;0;N411AA
12489;0;N486AA
12490;0;N293AA
12491;0;N78511
12492;0;N27239
12493;0;N33284
12494;0;N556NW
12495;0;N351NW
12496;0;N365NW
12497;0;N606SW
12498;0;N606SW
12499;0;N524UA
12500;0;N586UA
12501;0;N594UA
12502;0;N513UA
12503;0;N314UA
12504;0;N430UA
12505;0;N590JB
12506;0;N558JB
12507;0;N585JB
12508;0;N367SW
12509;0;N367SW
12510;0;N367SW
12511;0;N824UA
12512;0;N809UA
12513;0;N808UA
12514;0;N602AW
12515;0;N622AW
12516;0;N622AW
12517;0;N625AW
12518;0;N625AW
12519;0;N5BTAA
12520;0;N5BTAA
12521;0;N5BTAA
12522;0;N786SW
12523;0;N332SW
12524;0;N420UA
12525;0;N443UA
12526;0;N350AA
12527;0;N374AA
12528;0;N506AS
12529;0;N577AS
12530;0;N593AS
12531;0;N231JB
12532;0;N266JB
12533;0;N249JB
12534;0;N3762Y
12535;0;N914WN
12536;0;N810UA
12537;0;N804UA
12538;0;N849UA
12539;0;N613JB
12540;0;N279JB
12541;0;N190JB
12542;0;N258JB
12543;0;N292JB
12544;0;N292JB
12545;0;N351SW
12546;0;N351SW
12547;0;N351SW
12548;0;N417WN
12549;0;N417WN
12550;0;N417WN
12551;0;N417WN
12552;0;N417WN
12553;0;N417WN
12554;0;N850UA
12555;0;N537UA
12556;0;N307AS
12557;0;N318AS
12558;0;N303AS
12559;0;N746SW
12560;0;N426UA
12561;0;N307AS
12562;0;N318AS
12563;0;N303AS
12564;0;N231JB
12565;0;N266JB
12566;0;N249JB
12567;0;N776WN
12568;0;N776WN
12569;0;N907UA
12570;0;N306AS
12571;0;N302AS
12572;0;N305AS
12573;0;N236JB
12574;0;N289JB
12575;0;N190JB
12576;0;N78506
12577;0;N13720
12578;0;N613NW
12579;0;N8925E
12580;0;N915RW
12581;0;N444WN
12582;0;N238WN
12583;0;N824UA
12584;0;N424UA
12585;0;N838UA
12586;0;N421UA
12587;0;N576UA
12588;0;N511UA
12589;0;N601AW
12590;0;N642AW
12591;0;N642AW
12592;0;N632AW
12593;0;N632AW
12594;0;N258JB
12595;0;N236JB
12596;0;N190JB
12597;0;N32626
12598;0;N14324
12599;0;N19623
12600;0;N8926E
12601;0;N8925E
12602;0;N8945E
12603;0;N343SW
12604;0;N632SW
12605;0;N453UA
12606;0;N335UA
12607;0;N924UA
12608;0;N615JB
12609;0;N653JB
12610;0;N633JB
12611;0;N37253
12612;0;N37255
12613;0;N26215
12614;0;N37700
12615;0;N3748Y
12616;0;N614SW
12617;0;N614SW
12618;0;N854UA
12619;0;N850UA
12620;0;N632AW
12621;0;N317AS
12622;0;N306AS
12623;0;N309AS
12624;0;N37255
12625;0;N802FR
12626;0;N919FR
12627;0;N921FR
12628;0;N933FR
12629;0;N904FR
12630;0;N904FR
12631;0;N9222N
12632;0;N9222N
12633;0;N230WN
12634;0;N230WN
12635;0;N925UA
12636;0;N934UA
12637;0;N3DFAA
12638;0;N3BBAA
12639;0;N3BXAA
12640;0;N190JB
12641;0;N292JB
12642;0;N236JB
12643;0;N331NW
12644;0;N333NW
12645;0;N315US
12646;0;N357NW
12647;0;N327NW
12648;0;N315US
12649;0;N309SW
12650;0;N309SW
12651;0;N309SW
12652;0;N626SW
12653;0;N227WN
12654;0;N227WN
12655;0;N227WN
12656;0;N227WN
12657;0;N409UA
12658;0;N443UA
12659;0;N443UA
12660;0;N608JB
12661;0;N615JB
12662;0;N653JB
12663;0;N6715C
12664;0;N608DA
12665;0;N994AT
12666;0;N969AT
12667;0;N910AT
12668;0;N339NB
12669;0;N363NB
12670;0;N369NW
12671;0;N315US
12672;0;N373NW
12673;0;N328NW
12674;0;N638SW
12675;0;N638SW
12676;0;N255WN
12677;0;N255WN
12678;0;N372UA
12679;0;N443UA
12680;0;N463UA
12681;0;N634AW
12682;0;N634AW
12683;0;N818AW
12684;0;N814AW
12685;0;N237AA
12686;0;N580AA
12687;0;N307AS
12688;0;N315AS
12689;0;N303AS
12690;0;N249JB
12691;0;N284JB
12692;0;N634JB
12693;0;N802FR
12694;0;N933FR
12695;0;N904FR
12696;0;N290AT
12697;0;N299AT
